,four,one,three,two
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245078-Reviews-Le_Balzac-Paris_Ile_de_France.html,Le Balzac,Salles de cin√©ma,8
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8046316-Reviews-Comedie_des_Boulevards-Paris_Ile_de_France.html,Com√©die des Boulevards,"Th√©√¢tres, Spectacles humoristiques",7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245154-Reviews-UGC_Cine_Cite_Les_Halles-Paris_Ile_de_France.html,UGC Cin√© Cit√© Les Halles,Salles de cin√©ma,93
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245061-Reviews-L_Entrepot-Paris_Ile_de_France.html,L'Entrep√¥t,"Bars et clubs, Salles de cin√©ma",27
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8442819-Reviews-Parc_Sainte_Perine-Paris_Ile_de_France.html,Parc Sainte-P√©rine,"Terrains de jeux, Parcs",9
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4730092-Reviews-Batostar-Paris_Ile_de_France.html,Batostar,Autres jeux et divertissements,14
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7927708-Reviews-Alambic_Comedie-Paris_Ile_de_France.html,Alambic Com√©die,"Th√©√¢tres, Spectacles humoristiques",7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7757197-Reviews-Cinema_Escurial-Paris_Ile_de_France.html,Cin√©ma Escurial,Salles de cin√©ma,9
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8476950-Reviews-Shoot_Again-Paris_Ile_de_France.html,Shoot Again,,8
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245055-Reviews-Jardin_Nelson_Mandela-Paris_Ile_de_France.html,Jardin Nelson-Mandela,,40
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6222927-Reviews-Le_Bar_a_Pintes-Paris_Ile_de_France.html,Le Bar √† Pintes,Autres jeux et divertissements,22
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245108-Reviews-MK2_sur_Seine-Paris_Ile_de_France.html,MK2 sur Seine,Salles de cin√©ma,15
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11876984-Reviews-Gaumont_Champs_Elysees-Paris_Ile_de_France.html,Gaumont Champs-Elys√©es,Salles de cin√©ma,9
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12621495-Reviews-Mk2_VR-Paris_Ile_de_France.html,mk2 VR,,15
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7712049-Reviews-FlightZone-Paris_Ile_de_France.html,FlightZone,,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11959351-Reviews-Milk_Internetcafe_and_Games-Paris_Ile_de_France.html,Milk Internetcafe and Games,,53
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12280122-Reviews-Theatre_BO_Saintt_Martin-Paris_Ile_de_France.html,Th√©√¢tre BO Saint-Martin,Spectacles humoristiques,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10291294-Reviews-Atelier_3113-Paris_Ile_de_France.html,Atelier 3113,Ateliers de peinture et de poterie,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7269917-Reviews-Cinema_Etoile-Paris_Ile_de_France.html,Cin√©ma √âtoile,Autres jeux et divertissements,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8404059-Reviews-Piscine_Georges_Hermant-Paris_Ile_de_France.html,Piscine Georges Hermant,Complexes sportifs,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13339854-Reviews-Spirit_Escape-Paris_Ile_de_France.html,Spirit Escape,Jeux d'√©vasion,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10859499-Reviews-Reflet_Medicis-Paris_Ile_de_France.html,Reflet M√©dicis,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4921989-Reviews-Le_Sonart-Paris_Ile_de_France.html,Le Sonart,"Mus√©es sp√©cialis√©s, Bars et clubs",15
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1499128-Reviews-La_Piscine_Josephine_Baker-Paris_Ile_de_France.html,La Piscine Josephine Baker,Complexes sportifs,59
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8572499-Reviews-Pathe_Beaugrenelle-Paris_Ile_de_France.html,Path√© Beaugrenelle,Salles de cin√©ma,32
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14094126-Reviews-Wildness-Paris_Ile_de_France.html,Wildness |¬†Lancer de haches et Rage Room,,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12881910-Reviews-Bowling_Foch-Paris_Ile_de_France.html,Bowling Foch,Bowlings,6
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14078421-Reviews-Graffiti_Paris-Paris_Ile_de_France.html,Graffiti Paris,Cours et ateliers,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244989-Reviews-Cote_Court-Paris_Ile_de_France.html,C√¥t√© Court - Cin√© 104,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13377338-Reviews-LasergameEvolution_Paris_11-Paris_Ile_de_France.html,Lasergame Evolution,,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1545367-Reviews-Espace_Glisse_Paris_18-Paris_Ile_de_France.html,Espace Glisse Paris 18,Complexes sportifs,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4096564-Reviews-Cinema_Saint_Andre_des_Arts-Paris_Ile_de_France.html,Cin√©ma Saint-Andr√© des Arts,Autres jeux et divertissements,4
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245090-Reviews-Le_Latina-Paris_Ile_de_France.html,Le Latina,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12936862-Reviews-Victory_Escape_Game_Marais-Paris_Ile_de_France.html,Victory Escape Game Marais,Jeux d'√©vasion,14
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12120747-Reviews-Meet_a_French_Artist-Paris_Ile_de_France.html,Meet a French Artist,Ateliers de peinture et de poterie,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13169035-Reviews-Tennis_Jean_Bouin-Paris_Ile_de_France.html,Tennis Jean Bouin,Complexes sportifs,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10458467-Reviews-Cinema_Gaumont_Convention-Paris_Ile_de_France.html,Cin√©ma Gaumont Convention,Salles de cin√©ma,12
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6415164-Reviews-Cinema_Gaumont_Bienvenue_Montparnasse-Paris_Ile_de_France.html,Cin√©ma Gaumont Bienvenue Montparnasse,Autres jeux et divertissements,4
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9727570-Reviews-Espace_Cardin-Paris_Ile_de_France.html,Espace Cardin,Spectacles humoristiques,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3571304-Reviews-Bowling_Front_de_Seine-Paris_Ile_de_France.html,Bowling Front de Seine,Bowlings,38
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12659399-Reviews-Parc_Kellermann-Paris_Ile_de_France.html,Parc Kellermann,,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14180819-Reviews-UGC_Normandie-Paris_Ile_de_France.html,UGC Normandie,Salles de cin√©ma,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12318207-Reviews-Painting_class_Pigalle-Paris_Ile_de_France.html,Painting class Pigalle,Ateliers de peinture et de poterie,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245100-Reviews-Le_Tartuffe-Paris_Ile_de_France.html,Le Tartuffe,Spectacles humoristiques,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10317818-Reviews-Fast_Challenge-Paris_Ile_de_France.html,Fast Challenge,Autres activit√©s de plein air,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245083-Reviews-Le_Champo-Paris_Ile_de_France.html,Le Champo,Salles de cin√©ma,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d294938-Reviews-Aviation_Club_de_France-Paris_Ile_de_France.html,Aviation Club de France,Casinos,9
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10386154-Reviews-Tout_s_arrange-Paris_Ile_de_France.html,Tout s'arrange,Ateliers de peinture et de poterie,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4832255-Reviews-Cinema_La_Clef-Paris_Ile_de_France.html,Cinema La Clef,Salles de cin√©ma,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9810225-Reviews-Cinema_Christine_21-Paris_Ile_de_France.html,Cinema Christine 21,Salles de cin√©ma,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12926420-Reviews-Cafe_Oscar-Paris_Ile_de_France.html,Caf√© Oscar,"Spectacles humoristiques, Caf√©s",6
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8002824-Reviews-Atelier_Vermeer-Paris_Ile_de_France.html,Atelier Vermeer,Ateliers de peinture et de poterie,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14012880-Reviews-Drone_Indoor-Paris_Ile_de_France.html,Drone Indoor,,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14039623-Reviews-Fury_Room-Paris_Ile_de_France.html,Fury Room,,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13294902-Reviews-Meltdown-Paris_Ile_de_France.html,Meltdown,Bars et clubs,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4116149-Reviews-Cameleon_Club-Paris_Ile_de_France.html,Cameleon Club,Autres jeux et divertissements,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14013007-Reviews-Mystery_Escape-Paris_Ile_de_France.html,Mystery Escape,Jeux d'√©vasion,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10121336-Reviews-Ludotheque_Planete_Jeux-Paris_Ile_de_France.html,Ludotheque Planete Jeux,,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3453888-Reviews-Cinema_Epee_de_Bois-Paris_Ile_de_France.html,Cinema Epee de Bois,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244923-Reviews-Caveau_de_la_Republique-Paris_Ile_de_France.html,Caveau de la R√©publique,Spectacles humoristiques,13
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2040168-Reviews-Le_Chat_Botte-Paris_Ile_de_France.html,Le Chat Botte,Salles de cin√©ma,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12177451-Reviews-Le_Quartier_Sport-Paris_Ile_de_France.html,Le Quartier Sport,Complexes sportifs,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11805515-Reviews-Square_Alexandre_et_Rene_Parodi-Paris_Ile_de_France.html,Square Alexandre et Rene Parodi,"Terrains de jeux, Jardins",4
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d620025-Reviews-Piscine_Georges_Vallerey-Paris_Ile_de_France.html,Piscine Georges Vallerey,"Parcs aquatiques, Complexes sportifs",13
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8627089-Reviews-Piscine_Beaujon-Paris_Ile_de_France.html,Piscine Beaujon,Complexes sportifs,7
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10448172-Reviews-Cinema_MK2_Nation-Paris_Ile_de_France.html,Cinema MK2 Nation,Salles de cin√©ma,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6581854-Reviews-Espace_Sportif_Pailleron-Paris_Ile_de_France.html,Espace Sportif Pailleron,Autres jeux et divertissements,25
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8399042-Reviews-UGC_Danton-Paris_Ile_de_France.html,UGC Danton,Salles de cin√©ma,16
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9454429-Reviews-UGC_Opera-Paris_Ile_de_France.html,UGC Op√©ra,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10597261-Reviews-Le_Studio_Luxembourg_Accattone-Paris_Ile_de_France.html,Le Studio Luxembourg ‚Äì Accattone,Salles de cin√©ma,1
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4728523-Reviews-INDY_Bowling_Paris_Porte_de_la_chapelle-Paris_Ile_de_France.html,INDY Bowling Paris - Porte de la chapelle,Bowlings,11
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6642156-Reviews-Laser_Paris-Paris_Ile_de_France.html,Laser Paris,,97
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8404075-Reviews-Piscine_Chateau_des_Rentiers-Paris_Ile_de_France.html,Piscine Ch√¢teau des Rentiers,Complexes sportifs,2
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6434746-Reviews-Cinema_Gaumont_Parnasse-Paris_Ile_de_France.html,Cin√©ma Gaumont Parnasse,Autres jeux et divertissements,34
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7274707-Reviews-Bowling_Champerret-Paris_Ile_de_France.html,Bowling Champerret,Bowlings,37
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13506934-Reviews-Cinema_Pathe_Wepler-Paris_Ile_de_France.html,Cin√©ma Path√© Wepler,Salles de cin√©ma,3
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12703502-Reviews-Regisseur_des_Arcanes-Paris_Ile_de_France.html,R√©gisseur des Arcanes,Chasses au tr√©sor,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12991947-Reviews-Escape_Voltaire-Paris_Ile_de_France.html,Escape Voltaire,Jeux d'√©vasion,9
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14416830-Reviews-Tresor_co-Paris_Ile_de_France.html,Tresor & co,Chasses au tr√©sor,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14214780-Reviews-Artacademie-Paris_Ile_de_France.html,Artacademie,Ateliers de peinture et de poterie,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14024540-Reviews-Un_Tresor_a_Paris-Paris_Ile_de_France.html,Un Tr√©sor √† Paris,"Jeux d'√©vasion, Chasses au tr√©sor",0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d14020216-Reviews-L_Inconnue_de_la_Seine-Paris_Ile_de_France.html,L'Inconnue de la Seine,,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13129159-Reviews-Publicis_Cinemas-Paris_Ile_de_France.html,Publicis Cin√©mas,Salles de cin√©ma,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12975356-Reviews-Mosavitra_ciom-Paris_Ile_de_France.html,Mosavitra.com,Ateliers de peinture et de poterie,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12950666-Reviews-Playground_Duperre-Paris_Ile_de_France.html,Playground Duperr√©,Terrains de jeux,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12932596-Reviews-Team_Break-Paris_Ile_de_France.html,Team Break,Jeux d'√©vasion,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12813172-Reviews-Atelier_Vie-Paris_Ile_de_France.html,Atelier Vie,Ateliers de peinture et de poterie,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11657911-Reviews-Late_Night_Laughs-Paris_Ile_de_France.html,Late Night Laughs,"Th√©√¢tres, Spectacles humoristiques",0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11622640-Reviews-The_Comedy_Square-Paris_Ile_de_France.html,The Comedy Square,Spectacles humoristiques,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8453910-Reviews-Atelier_Cinabre-Paris_Ile_de_France.html,Atelier Cinabre,Ateliers de peinture et de poterie,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7269918-Reviews-Cinema_Etoile-Paris_Ile_de_France.html,Cin√©ma √âtoile,Autres jeux et divertissements,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6222928-Reviews-Le_Paddock-Paris_Ile_de_France.html,Le Paddock,Autres jeux et divertissements,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d606614-Reviews-Club_Zed-Paris_Ile_de_France.html,Club Zed,Spectacles humoristiques,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245130-Reviews-Rencontres_Internationales_du_Cinema-Paris_Ile_de_France.html,Rencontres internationales du cin√©ma,Salles de cin√©ma,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245103-Reviews-Les_Assassins-Paris_Ile_de_France.html,Les Assassins,Spectacles humoristiques,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245076-Reviews-Laughing_Matters-Paris_Ile_de_France.html,Laughing Matters,Spectacles humoristiques,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244993-Reviews-Diagonal_Europa-Paris_Ile_de_France.html,Diagonal Europa,Salles de cin√©ma,0
Jeux et divertissements ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244879-Reviews-Action-Paris_Ile_de_France.html,Action,Salles de cin√©ma,0
